"id","code","name"
1776,F42195,비계 및 형틀 공사업
1777,F42196,"지붕, 내ㆍ외벽 축조 관련 전문 공사업 "
1778,F42199,기타 옥외 시설물 축조 관련 전문공사업
1779,F42201,배관 및 냉ㆍ난방 공사업
1780,F42202,건물용 기계ㆍ장비 설치 공사업
1781,F42203,승강설비 설치 공사업
1782,F42204,"방음, 방진 및 내화 공사업"
1783,F42205,소방시설 공사업
1784,F42209,기타 건물 관련설비 설치 공사업
1785,F42311,일반전기 공사업
1786,F42312,내부 전기배선 공사업
1787,F42321,일반 통신 공사업
1788,F42322,내부 통신배선 공사업
1789,F42411,도장 공사업
1790,F42412,"도배, 실내장식 및 내장 목공사업"
1791,F42420,유리 및 창호 공사업
1792,F42491,"미장, 타일 및 방수 공사업"
1793,F42492,건물용 금속공작물 설치 공사업
1794,F42499,그 외 기타 건축 마무리 공사업
1795,F42500,시설물 유지관리 공사업
1796,F42600,건설장비 운영업
1797,G45110,자동차 신품 판매업
1798,G45120,중고 자동차 판매업
1799,G45211,자동차 신품 타이어 및 튜브 판매업
1800,G45212,자동차용 전용 신품 부품 판매업
1801,G45213,자동차 내장용 신품 전기ㆍ전자ㆍ정밀 기기판매업
1802,G45219,기타 자동차 신품 부품 및 내장품 판매업
1803,G45220,자동차 중고 부품 및 내장품 판매업
1804,G45301,모터사이클 및 부품 도매업
1805,G45302,모터사이클 및 부품 소매업
1806,G46101,"산업용 농ㆍ축산물, 섬유 원료 및 동물 중개업"
1807,G46102,음ㆍ식료품 및 담배 중개업
1808,G46103,"섬유, 의복, 신발 및 가죽제품 중개업"
1809,G46104,목재 및 건축자재 중개업
1810,G46105,"연료, 광물, 1차 금속, 비료 및 화학제품 중개업"
1811,G46106,기계 및 장비 중개업
1812,G46107,그 외 기타 특정 상품 중개업
1813,G46109,상품 종합 중개업
1814,G46201,곡물 및 유지작물 도매업
1815,G46202,종자 및 묘목 도매업
1816,G46203,사료 도매업
1817,G46204,화훼류 및 식물 도매업
1818,G46205,육지 동물 및 반려 동물 도매업
1819,G46209,기타 산업용 농산물 도매업
1820,G46311,과실류 도매업
1821,G46312,"채소류, 서류 및 향신작물류 도매업"
1822,G46313,육류 도매업
1823,G46314,건어물 및 젓갈류 도매업
1824,G46315,"신선, 냉동 및 기타 수산물 도매업"
1825,G46319,기타 신선식품 및 단순 가공식품 도매업
1826,G46321,육류 가공식품 도매업
1827,G46322,수산물 가공식품 도매업
1828,G46323,"빵류, 과자류, 당류, 초콜릿 도매업"
1829,G46324,낙농품 및 동ㆍ식물성 유지 도매업
1830,G46325,커피 및 차류 도매업
1831,G46326,조미료 도매업
1832,G46329,기타 가공식품 도매업
1833,G46331,주류 도매업
1834,G46332,비알코올음료 도매업
1835,G46333,담배 도매업
1836,G46411,생활용 섬유 및 실 도매업
1837,G46412,커튼 및 침구용품 도매업
1838,G46413,남녀용 겉옷 및 셔츠 도매업
1839,G46414,유아용 의류 도매업
1840,G46415,속옷 및 잠옷 도매업
1841,G46416,가죽 및 모피제품 도매업
1842,G46417,의복 액세서리 및 모조 장신구 도매업
1843,G46419,기타 생활용 섬유 및 직물제품 도매업
1844,G46420,신발 도매업
1845,G46431,생활용 가구 도매업
1846,G46432,"전구, 램프 및 조명장치 도매업"
1847,G46433,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업
1848,G46439,기타 비전기식 생활용 기기 및 기구 도매업
1849,G46441,의약품 도매업
1850,G46442,의료용품 도매업
1851,G46443,화장품 및 화장용품 도매업
1852,G46444,비누 및 세정제 도매업
1853,G46451,"생활용 포장 및 위생용품, 봉투 및 유사 제품 도매업"
1854,G46452,"문구용품, 회화용품, 사무용품 도매업"
1855,G46453,"서적, 잡지 및 기타 인쇄물 도매업"
1856,G46461,음반 및 비디오물 도매업
1857,G46462,악기 도매업
1858,G46463,"장난감 및 취미, 오락용품 도매업"
1859,G46464,운동 및 경기용품 도매업
1860,G46465,자전거 및 기타 운송장비 도매업
1861,G46491,가방 및 보호용 케이스 도매업
1862,G46492,시계 및 귀금속제품 도매업
1863,G46493,"안경, 사진장비 및 광학용품 도매업"
1864,G46499,그 외 기타 생활용품 도매업
1865,G46510,"컴퓨터 및 주변장치, 소프트웨어 도매업"
1866,G46521,가전제품 및 부품 도매업
1867,G46522,통신ㆍ방송장비 및 부품 도매업
1868,G46531,농림업용 기계 및 장비 도매업
1869,G46532,건설ㆍ광업용 기계 및 장비 도매업
1870,G46533,공작용 기계 및 장비 도매업
1871,G46539,기타 산업용 기계 및 장비 도매업
1872,G46591,사무용 가구 및 기기 도매업
1873,G46592,의료기기 도매업
1874,G46593,정밀기기 및 과학기기 도매업
1875,G46594,수송용 운송장비 도매업
1876,G46595,전기용 기계ㆍ장비 및 관련 기자재 도매업
1877,G46596,전지 및 케이블 도매업
1878,G46599,그 외 기타 기계 및 장비 도매업
1879,G46611,원목 및 건축관련 목제품 도매업
1880,G46612,"골재, 벽돌 및 시멘트 도매업"
1881,G46613,유리 및 창호 도매업
1882,G46621,배관 및 냉ㆍ난방장치 도매업
1883,G46622,"철물, 금속 파스너 및 수공구 도매업"
1884,G46691,도료 도매업
1885,G46692,벽지 및 장판류 도매업
1886,G46699,그 외 기타 건축자재 도매업
1887,G46711,고체연료 및 관련제품 도매업
1888,G46712,액체연료 및 관련제품 도매업
1889,G46713,기체연료 및 관련제품 도매업
1890,G46721,"1차 금속제품 도매업"
1891,G46722,금속광물 도매업
1892,G46731,"염료, 안료 및 관련제품 도매업"
1893,G46732,비료 및 농약 도매업
1894,G46733,플라스틱물질 및 합성고무 도매업
1895,G46739,기타 화학물질 및 화학제품 도매업
1896,G46741,방직용 섬유 및 실 도매업
1897,G46742,직물 도매업
1898,G46750,"종이 원지, 판지, 종이상자 도매업"
1899,G46791,재생용 재료 수집 및 판매업
1900,G46799,그 외 기타 상품 전문 도매업
1901,G46800,상품 종합 도매업
1902,G47111,백화점
1903,G47112,대형 마트
1904,G47119,기타 대형 종합 소매업
1905,G47121,슈퍼마켓
1906,G47122,체인화 편의점
1907,G47129,기타 음ㆍ식료품 위주 종합 소매업
1908,G47130,면세점
1909,G47190,그 외 기타 종합 소매업
1910,G47211,"곡물, 곡분 및 가축 사료 소매업"
1911,G47212,육류 소매업
1912,G47213,건어물 및 젓갈류 소매업
1913,G47214,"신선, 냉동 및 기타 수산물 소매업"
1914,G47215,"채소, 과실 및 뿌리작물 소매업"
1915,G47219,기타 신선식품 및 단순 가공식품 소매업
1916,G47221,"빵류, 과자류 및 당류 소매업"
1917,G47222,건강 보조식품 소매업
1918,G47223,조리 반찬류 소매업
1919,G47229,기타 가공식품 소매업
1920,G47231,음료 소매업
1921,G47232,담배 소매업
1922,G47311,"컴퓨터 및 주변장치, 소프트웨어 소매업"
1923,G47312,통신기기 소매업
1924,G47320,가전제품 소매업
1925,G47411,남자용 겉옷 소매업
1926,G47412,여자용 겉옷 소매업
1927,G47413,속옷 및 잠옷 소매업
1928,G47414,셔츠 및 블라우스 소매업
1929,G47415,한복 소매업
1930,G47416,가죽 및 모피의복 소매업
1931,G47417,유아용 의류 소매업
1932,G47419,기타 의복 소매업
1933,G47421,가정용 직물제품 소매업
1934,G47422,의복 액세서리 및 모조 장신구 소매업
1935,G47429,"섬유 원단, 실 및 기타 섬유제품 소매업"
1936,G47430,신발 소매업
1937,G47440,가방 및 기타 가죽제품 소매업
1938,G47511,철물 및 난방용구 소매업
1939,G47512,공구 소매업
1940,G47513,"벽지, 마루덮개 및 장판류 소매업"
1941,G47519,"페인트, 창호 및 기타 건설자재 소매업"
1942,G47520,가구 소매업
1943,G47591,전기용품 및 조명장치 소매업
1944,G47592,"주방용품 및 가정용 유리, 요업 제품 소매업"
1945,G47593,악기 소매업
1946,G47599,그 외 기타 분류 안된 가정용품 소매업
1947,G47611,"서적, 신문 및 잡지류 소매업"
1948,G47612,문구용품 및 회화용품 소매업
1949,G47620,음반 및 비디오물 소매업
1950,G47631,운동 및 경기용품 소매업
1951,G47632,자전거 및 기타 운송장비 소매업
1952,G47640,"게임용구, 인형 및 장난감 소매업"
1953,G47711,운송장비용 주유소 운영업
1954,G47712,운송장비용 수소 충전업
1955,G47713,운송장비용 기타 가스 충전업
1956,G47721,가정용 고체연료 소매업
1957,G47722,가정용 액체연료 소매업
1958,G47723,가정용 가스연료 소매업
1959,G47811,의약품 및 의료용품 소매업
1960,G47812,의료용 기구 소매업
1961,G47813,"화장품, 비누 및 방향제 소매업"
1962,G47821,사무용 기기 소매업
1963,G47822,안경 및 렌즈 소매업
1964,G47823,사진기 및 사진용품 소매업
1965,G47829,기타 광학 및 정밀 기기 소매업
1966,G47830,시계 및 귀금속 소매업
1967,G47841,예술품 및 골동품 소매업
1968,G47842,"기념품, 관광 민예품 및 장식용품 소매업"
1969,G47851,화초 및 식물 소매업
1970,G47852,반려용 동물 및 관련용품 소매업
1971,G47859,그 외 기타 분류 안된 상품 전문 소매업
1972,G47861,중고 가구 소매업
1973,G47862,중고 가전제품 및 통신장비 소매업
1974,G47869,기타 중고 상품 소매업
1975,G47911,전자상거래 소매 중개업
1976,G47912,전자상거래 소매업
1977,G47919,기타 통신 판매업
1978,G47920,노점 및 유사이동 소매업
1979,G47991,자동판매기 운영업
1980,G47992,계약배달 판매업
1981,G47993,방문 판매업
1982,G47999,그 외 기타 무점포 소매업
1983,H49101,철도 여객 운송업
1984,H49102,철도 화물 운송업
1985,H49211,도시철도 운송업
1986,H49212,시내버스 운송업
1987,H49219,기타 도시 정기 육상 여객 운송업
1988,H49220,시외버스 운송업
1989,H49231,택시 운송업
1990,H49232,전세버스 운송업
1991,H49233,특수여객자동차 운송업
1992,H49239,기타 부정기 여객 육상 운송업
1993,H49301,일반 화물자동차 운송업
1994,H49302,개인 화물자동차 운송업
1995,H49309,기타 도로화물 운송업
1996,H49401,택배업
1997,H49402,늘찬 배달업
1998,H49500,파이프라인 운송업
1999,H50111,외항 여객 운송업
2000,H50112,외항 화물 운송업
2001,H50121,내항 여객 운송업
2002,H50122,내항 화물 운송업
2003,H50130,기타 해상 운송업
2004,H50201,항만 내 여객 운송업
2005,H50209,기타 내륙 수상 여객 및 화물 운송업
2006,H51100,항공 여객 운송업
2007,H51200,항공 화물 운송업
2008,H52101,일반 창고업
2009,H52102,냉장 및 냉동 창고업
2010,H52103,농산물 창고업
2011,H52104,위험물품 보관업
2012,H52109,기타 보관 및 창고업
2013,H52911,철도 운송지원 서비스업
2014,H52912,여객 자동차 터미널 운영업
2015,H52913,물류 터미널 운영업
2016,H52914,도로 및 관련시설 운영업
2017,H52915,주차장 운영업
2018,H52919,기타 육상 운송지원 서비스업
2019,H52921,항구 및 기타 해상 터미널 운영업
2020,H52922,선박관리업
2021,H52929,기타 수상 운송지원 서비스업
2022,H52931,공항 운영업
2023,H52939,기타 항공 운송지원 서비스업
2024,H52941,항공 및 육상 화물 취급업
2025,H52942,수상 화물 취급업
2026,H52991,통관 대리 및 관련서비스업
2027,H52992,"화물운송 중개, 대리 및 관련 서비스업"
2028,H52993,"화물 포장, 검수 및 계량 서비스업"
2029,H52999,그 외 기타 분류 안된 운송 관련 서비스업
2030,I55101,호텔업
2031,I55102,여관업
2032,I55103,휴양콘도 운영업
2033,I55104,민박업
2034,I55105,야영장업
2035,I55109,기타 일반 및 생활 숙박시설 운영업
2036,I55901,기숙사 및 고시원 운영업
2037,I55909,그 외 기타 숙박업
2038,I56111,한식 일반 음식점업
2039,I56112,한식 면요리 전문점
2040,I56113,한식 육류요리 전문점
2041,I56114,한식 해산물요리 전문점
2042,I56121,중식 음식점업
2043,I56122,일식 음식점업
2044,I56123,서양식 음식점업
2045,I56129,기타 외국식 음식점업
2046,I56130,기관 구내식당업
2047,I56141,출장 음식 서비스업
2048,I56142,이동 음식점업
2049,I56150,제과점업
2050,I56161,"피자, 햄버거, 샌드위치 및 유사 음식점업"
2051,I56162,치킨 전문점
2052,I56191,김밥 및 기타 간이 음식점업
2053,I56199,간이음식 포장 판매 전문점
2054,I56211,일반 유흥주점업
2055,I56212,무도 유흥주점업
2056,I56213,생맥주 전문점
2057,I56219,기타 주점업
2058,I56221,커피 전문점
2059,I56229,기타 비알코올 음료점업
2060,J58111,교과서 및 학습서적 출판업
2061,J58112,만화 출판업
2062,J58113,일반 서적 출판업
2063,J58121,신문 발행업
2064,J58122,잡지 및 정기간행물 발행업
2065,J58123,정기 광고간행물 발행업
2066,J58190,기타 인쇄물 출판업
2067,J58211,유선 온라인 게임 소프트웨어 개발 및 공급업
2068,J58212,모바일 게임 소프트웨어 개발 및 공급업
2069,J58219,기타 게임 소프트웨어 개발 및 공급업
2070,J58221,시스템 소프트웨어 개발 및 공급업
2071,J58222,응용 소프트웨어 개발 및 공급업
2072,J59111,일반 영화 및 비디오물 제작업
2073,J59112,애니메이션 영화 및 비디오물 제작업
2074,J59113,광고 영화 및 비디오물 제작업
2075,J59114,방송 프로그램 제작업
2076,J59120,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업"
2077,J59130,"영화, 비디오물 및 방송프로그램 배급업"
2078,J59141,영화관 운영업
2079,J59142,비디오물 감상실 운영업
2080,J59201,음악 및 기타 오디오물 출판업
2081,J59202,녹음시설 운영업
2082,J60100,라디오 방송업
2083,J60210,지상파 방송업
2084,J60221,프로그램 공급업
2085,J60222,유선 방송업
2086,J60229,위성 및 기타 방송업
2087,J60310,영상물 제공 서비스업
2088,J60320,오디오물 제공 서비스업
2089,J61100,공영 우편업
2090,J61210,유선 통신업
2091,J61220,무선 및 위성 통신업
2092,J61291,통신 재판매업
2093,J61299,그 외 기타 전기 통신업
2094,J62010,컴퓨터 프로그래밍 서비스업
2095,J62021,컴퓨터시스템 통합 자문 및 구축 서비스업
2096,J62022,컴퓨터시설 관리업
2097,J62090,기타 정보기술 및 컴퓨터운영 관련 서비스업
2098,J63111,자료 처리업
2099,J63112,호스팅 및 관련 서비스업
2100,J63120,포털 및 기타 인터넷 정보매개 서비스업
2101,J63910,뉴스 제공업
2102,J63991,데이터베이스 및 온라인 정보 제공업
2103,J63992,가상자산 매매 및 중개업
2104,J63999,그 외 기타 정보 서비스업
2105,K64110,중앙은행
2106,K64121,국내은행
2107,K64122,외국은행
2108,K64131,신용조합
2109,K64132,상호저축은행 및 기타 저축기관
2110,K64201,신탁업 및 집합투자업
2111,K64209,기타 금융 투자업
2112,K64911,금융리스업
2113,K64912,개발금융기관
2114,K64913,신용카드 및 할부금융업
2115,K64919,그 외 기타 여신 금융업
2116,K64991,기금 운영업
2117,K64992,지주회사
2118,K64999,그 외 기타 분류 안된 금융업
2119,K65110,생명 보험업
2120,K65121,손해 보험업
2121,K65122,보증 보험업
2122,K65200,재 보험업
2123,K65301,개인 공제업
2124,K65302,사업 공제업
2125,K66110,금융시장 관리업
2126,K66121,증권 중개업
2127,K66122,선물 중개업
2128,K66191,"증권 발행, 관리, 보관 및 거래 지원 서비스업"
2129,K66192,투자 자문업 및 투자 일임업
2130,K66199,그 외 기타 금융 지원 서비스업
2131,K66201,손해 사정업
2132,K66202,보험 대리 및 중개업
2133,K66209,기타 보험 및 연금관련 서비스업
2134,L68111,주거용 건물 임대업
2135,L68112,비주거용 건물 임대업
2136,L68119,기타 부동산 임대업
2137,L68121,주거용 건물 개발 및 공급업
2138,L68122,비주거용 건물 개발 및 공급업
2139,L68129,기타 부동산 개발 및 공급업
2140,L68211,주거용 부동산 관리업
2141,L68212,비주거용 부동산 관리업
2142,L68221,부동산 중개 및 대리업
2143,L68222,부동산 투자자문업
2144,L68223,부동산 감정평가업
2145,L68224,부동산 분양 대행업
2146,M70111,"물리, 화학 및 생물학 연구개발업"
2147,M70112,농림수산학 및 수의학 연구개발업
2148,M70113,의학 및 약학 연구개발업
2149,M70119,기타 자연과학 연구개발업
2150,M70121,전기ㆍ전자공학 연구개발업
2151,M70129,기타 공학 연구개발업
2152,M70130,자연과학 및 공학 융합 연구개발업
2153,M70201,경제 및 경영학 연구개발업
2154,M70209,기타 인문 및 사회과학 연구개발업
2155,M71101,변호사업
2156,M71102,변리사업
2157,M71103,법무사업
2158,M71109,기타 법무관련 서비스업
2159,M71201,공인회계사업
2160,M71202,세무사업
2161,M71209,기타 회계 관련 서비스업
2162,M71310,광고 대행업
2163,M71391,옥외 광고업
2164,M71392,"광고물 문안, 도안, 설계 등 작성업"
2165,M71399,그 외 기타 광고 관련 서비스업
2166,M71400,시장조사 및 여론조사업
2167,M71511,제조업 회사 본부
2168,M71519,기타 산업 회사 본부
2169,M71531,경영 컨설팅업
2170,M71532,공공관계 서비스업
2171,M71600,기타 전문 서비스업
2172,M72111,건축설계 및 관련 서비스업
2173,M72112,도시계획 및 조경설계 서비스업
2174,M72121,건물 및 토목 엔지니어링 서비스업
2175,M72122,환경 관련 엔지니어링 서비스업
2176,M72129,기타 엔지니어링 서비스업
2177,M72911,물질성분 검사 및 분석업
2178,M72919,"기타 기술 시험, 검사 및 분석업"
2179,M72921,측량업
2180,M72922,제도업
2181,M72923,지질 조사·탐사 및 지도 제작업
2182,M73100,수의업
2183,M73201,인테리어 디자인업
2184,M73202,제품 디자인업
2185,M73203,시각 디자인업
2186,M73209,"패션, 섬유류 및 기타 전문 디자인업"
2187,M73301,인물사진 및 행사용 영상 촬영업
2188,M73302,상업용 사진 촬영업
2189,M73303,사진 처리업
2190,M73901,매니저업
2191,M73902,번역 및 통역 서비스업
2192,M73903,사업 및 무형 재산권 중개업
2193,M73904,"물품 감정, 계량 및 견본 추출업"
2194,M73905,고고유산 조사연구 서비스업
2195,M73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업"
2196,N74100,사업시설 유지ㆍ관리 서비스업
2197,N74211,건축물 일반 청소업
2198,N74212,"산업설비, 운송장비 및 공공장소 청소업"
2199,N74220,"소독, 구충 및 방제 서비스업"
2200,N74300,조경 관리 및 유지 서비스업
2201,N75110,고용 알선업
2202,N75121,임시 및 일용 인력 공급업
2203,N75122,상용 인력 공급 및 인사관리 서비스업
2204,N75210,여행사업
2205,N75290,기타 여행 보조 및 예약 서비스업
2206,N75310,경비 및 경호 서비스업
2207,N75320,보안시스템 서비스업
2208,N75330,탐정 및 조사 서비스업
2209,N75911,문서 작성 및 복사업
2210,N75919,기타 사무지원 서비스업
2211,N75991,콜센터 및 텔레마케팅 서비스업
2212,N75992,"전시, 컨벤션 및 행사 대행업"
2213,N75993,신용 조사 및 추심 대행업
2214,N75994,포장 및 충전업
2215,N75995,온라인 활용 마케팅 및 관련 사업지원 서비스업
2216,N75999,그 외 기타 분류 안된 사업지원 서비스업
2217,N76110,자동차 임대업
2218,N76190,기타 운송장비 임대업
2219,N76210,스포츠 및 레크리에이션 용품 임대업
2220,N76220,음반 및 비디오물 임대업
2221,N76291,서적 임대업
2222,N76292,의류 임대업
2223,N76299,그 외 기타 개인 및 가정용품 임대업
2224,N76310,건설 및 토목공사용 기계ㆍ장비 임대업
2225,N76320,컴퓨터 및 사무용 기계ㆍ장비 임대업
2226,N76390,기타 산업용 기계 및 장비 임대업
2227,N76400,무형재산권 임대업
2228,O84111,입법기관
2229,O84112,중앙 최고 집행기관
2230,O84113,지방행정 집행기관
2231,O84114,재정 및 경제정책 행정
2232,O84119,기타 일반 공공 행정
2233,O84120,정부기관 일반 보조 행정
2234,O84211,교육 행정
2235,O84212,문화 및 관광 행정
2236,O84213,환경 행정
2237,O84214,보건 및 복지 행정
2238,O84219,기타 사회서비스 관리 행정
2239,O84221,노동 행정
2240,O84222,농림수산 행정
2241,O84223,건설 및 운송 행정
2242,O84224,우편 및 통신행정
2243,O84229,기타 산업진흥 행정
2244,O84310,외무 행정
2245,O84320,국방 행정
2246,O84401,법원
2247,O84402,검찰
2248,O84403,교도기관
2249,O84404,경찰
2250,O84405,소방서
2251,O84409,기타 사법 및 공공질서 행정
2252,O84500,사회보장 행정
2253,O84611,건강보험업
2254,O84619,산업 재해 및 기타 사회보장보험업
2255,O84620,연금업
2256,P85110,유아 교육기관
2257,P85120,초등학교
2258,P85211,중학교
2259,P85212,일반 고등학교
2260,P85221,상업 및 정보산업 특성화 고등학교
2261,P85222,공업 특성화 고등학교
2262,P85229,기타 특성화 고등학교
2263,P85301,전문대학
2264,P85302,대학교
2265,P85303,대학원
2266,P85410,특수학교
2267,P85420,외국인 학교
2268,P85430,대안학교
2269,P85501,일반 교과 학원
2270,P85502,방문 교육 학원
2271,P85503,온라인 교육 학원
2272,P85611,태권도 및 무술 교육기관
2273,P85612,기타 스포츠 교육기관
2274,P85613,레크리에이션 교육기관
2275,P85614,청소년 수련시설 운영업
2276,P85621,음악학원
2277,P85622,미술학원
2278,P85629,기타 예술학원
2279,P85631,외국어학원
2280,P85632,기타 교습학원
2281,P85640,사회교육시설
2282,P85650,직원훈련기관
2283,P85661,운전학원
2284,P85669,기타 기술 및 직업훈련학원
2285,P85691,컴퓨터 학원
2286,P85699,그 외 기타 분류 안된 교육기관
2287,P85701,교육관련 자문 및 평가업
2288,P85709,기타 교육지원 서비스업
2289,Q86101,종합 병원
2290,Q86102,일반 병원
2291,Q86103,치과 병원
2292,Q86104,한방 병원
2293,Q86105,요양 병원
2294,Q86201,일반 의원
2295,Q86202,치과 의원
2296,Q86203,한의원
2297,Q86204,방사선 진단 및 병리 검사 의원
2298,Q86300,공중 보건 의료업
2299,Q86901,앰뷸런스 서비스업
2300,Q86902,유사 의료업
2301,Q86909,그 외 기타 보건업
2302,Q87111,노인 요양 복지시설 운영업
2303,Q87112,노인 양로 복지시설 운영업
2304,Q87121,신체 부자유자 거주 복지시설 운영업
2305,Q87122,"정신질환, 정신지체 및 약물 중독자 거주 복지시설 운영업"
2306,Q87131,아동 및 부녀자 거주 복지시설 운영업
2307,Q87139,그 외 기타 거주 복지시설 운영업
2308,Q87210,보육시설 운영업
2309,Q87291,직업재활원 운영업
2310,Q87292,종합복지관 운영업
2311,Q87293,방문 복지서비스 제공업
2312,Q87294,사회복지 상담서비스 제공업
2313,Q87299,그 외 기타 비거주 복지 서비스업
2314,R90110,공연시설 운영업
2315,R90121,연극단체
2316,R90122,무용 및 음악단체
2317,R90123,기타 공연단체
2318,R90131,공연 예술가
2319,R90132,비공연 예술가
2320,R90191,공연 기획업
2321,R90199,그 외 기타 창작 및 예술관련 서비스업
2322,R90211,도서관 및 기록보존소 운영업
2323,R90212,독서실 운영업
2324,R90221,박물관 운영업
2325,R90222,사적지 관리 운영업
2326,R90231,식물원 및 동물원 운영업
2327,R90232,자연공원 운영업
2328,R90290,기타 유사 여가관련 서비스업
2329,R91111,실내 경기장 운영업
2330,R91112,실외 경기장 운영업
2331,R91113,경주장 및 동물 경기장 운영업
2332,R91121,골프장 운영업
2333,R91122,스키장 운영업
2334,R91131,종합 스포츠시설 운영업
2335,R91132,체력단련시설 운영업
2336,R91133,수영장 운영업
2337,R91134,볼링장 운영업
2338,R91135,당구장 운영업
2339,R91136,골프연습장 운영업
2340,R91139,그 외 기타 스포츠시설 운영업
2341,R91191,스포츠 클럽 운영업
2342,R91199,그 외 기타 스포츠 서비스업
2343,R91210,유원지 및 테마파크 운영업
2344,R91221,전자 게임장 운영업
2345,R91222,컴퓨터 게임방 운영업
2346,R91223,노래연습장 운영업
2347,R91229,기타 오락장 운영업
2348,R91231,낚시장 운영업
2349,R91239,기타 수상오락 서비스업
2350,R91241,복권발행 및 판매업
2351,R91242,카지노 운영업
2352,R91249,기타 사행시설 관리 및 운영업
2353,R91291,무도장 운영업
2354,R91292,체육공원 및 유사 공원 운영업
2355,R91293,기원 운영업
2356,R91299,그 외 기타 분류 안된 오락관련 서비스업
2357,S94110,산업 단체
2358,S94120,전문가 단체
2359,S94200,노동조합
2360,S94911,불교 단체
2361,S94912,기독교 단체
2362,S94913,천주교 단체
2363,S94914,민족종교 단체
2364,S94919,기타 종교 단체
2365,S94920,정치 단체
2366,S94931,환경운동 단체
2367,S94939,기타 시민운동 단체
2368,S94990,그 외 기타 협회 및 단체
2369,S95110,컴퓨터 및 주변 기기 수리업
2370,S95120,통신장비 수리업
2371,S95211,자동차 종합 수리업
2372,S95212,자동차 전문 수리업
2373,S95213,자동차 세차업
2374,S95220,모터사이클 수리업
2375,S95310,가전제품 수리업
2376,S95391,의복 및 기타 가정용 직물제품 수리업
2377,S95392,"가죽, 가방 및 신발 수리업"
2378,S95393,"시계, 귀금속 및 악기 수리업"
2379,S95399,그 외 기타 개인 및 가정용품 수리업
2380,S96111,이용업
2381,S96112,두발 미용업
2382,S96113,피부 미용업
2383,S96119,기타 미용업
2384,S96121,욕탕업
2385,S96122,마사지업
2386,S96129,체형 등 기타 신체관리 서비스업
2387,S96911,산업용 세탁업
2388,S96912,가정용 세탁업
2389,S96913,세탁물 공급업
2390,S96921,장례식장 및 장의관련 서비스업
2391,S96922,"화장터 운영, 묘지 분양 및 관리업"
2392,S96991,예식장업
2393,S96992,점술 및 유사 서비스업
2394,S96993,개인 간병 및 유사 서비스업
2395,S96994,결혼 상담 및 준비 서비스업
2396,S96995,반려동물 장묘 및 보호 서비스업
2397,S96999,그 외 기타 달리 분류되지 않은 개인 서비스업
2398,T97000,가구 내 고용활동
2399,T98100,자가 소비를 위한 가사 생산 활동
2400,T98200,자가 소비를 위한 가사 서비스 활동
2401,U99001,주한 외국공관
2402,U99009,기타 국제 및 외국기관
